,Parametro,Prob,,
36379,COCOLOTZI A,5.72E-06,,
36380,AVENIDA TAXQUENA Y TLAHUAC,5.72E-06,,
36381,MOCTEZUMA 164,5.72E-06,,
36042,CALLE MAR DE LA FECUNDIDA,5.72E-06,,
36360,RET. ELEODORO GUADARRAMA,5.72E-06,,
36340,CALLE MAURILIO MEJIA NUMERO 103,5.72E-06,,
36348,ANTIGUOO CAMINO A SAN PABLO,5.72E-06,,
36341,CAMPANA DEL EBANO S/N,5.72E-06,,
36051,RETORNO 52 CECILIO ROBELO,5.72E-06,,
36048,ANDADOR BENEMERITO DE LAS AMERICAS,5.72E-06,,
36342,AVENIDA ANILLO CIRCUNVALACION,5.72E-06,,
36343,TOLVANERAS,5.72E-06,,
36344,CALLE LEON GUZMAN NUMERO 170,5.72E-06,,
36345,PASEO DE LOS JARDINES ESQUINA PASEOS DE LOS BOSQUES,5.72E-06,,
36346,"PROLONGACION PASEO DE LA REFORMA        307    EDIFICIO COSMOCRAT,  DEPTO. 1303, TORRE A",5.72E-06,,
36347,AVENIDA ANILLO PERIFERICO ORIENTE  Y CASI ESQUINA CON REVOLUCION SOCIAL,5.72E-06,,
36047,PASILLO 4 DE FRUTAS Y LEGUMBRES LESTRAS P-O,5.72E-06,,
36358,BRECHA INT. BOSQUE DEL AJUSCO,5.72E-06,,
36045,PROL. 25 DE DICIEMBRE,5.72E-06,,
36350,ANDADOR  3 DE ANTONIO  OSORIO,5.72E-06,,
36352,AVEMIDA VASCO DE QUIROGA,5.72E-06,,
36354,ESTACIONAMIENTO DE GRAN SUR,5.72E-06,,
36355,DE LAS AMERICAS,5.72E-06,,
36044,RETORNO DE APATZINGAN SIN NUMERO,5.72E-06,,
36043,GOB.  RAFAEL REBOLLAR,5.72E-06,,
36356,CARRETERA NUEVA XOCHIMILCO TULYEHUALCO,5.72E-06,,
36357,CALLE  LAGO NESS,5.72E-06,,
36847,OTE.85,5.72E-06,,
35928,SAINT SAENZ 43,5.72E-06,,
35787,PROLONGACION CINCO DE MAYO NUMERO 246,5.72E-06,,
35824,PRIVADA DE JESUS ARZUELA,5.72E-06,,
37349,AV TLAHUAC Y AQUIELES SERDAN,5.72E-06,,
37350,AVENIDA PUERTO MEXICO   VIA PUBLICA,5.72E-06,,
37351,JOSE MARIO BUSTILLOS,5.72E-06,,
37352,AVENIDA TLAHUAC 1577,5.72E-06,,
37353,LATERAL DE GRANA CANAL,5.72E-06,,
37354,16 DE CORREGIDORA,5.72E-06,,
37355,"SUPERMANZANA DOS, MANZANA 14, LOTE 4,",5.72E-06,,
37356,RETORNO 8 DEL ZAPOTECO,5.72E-06,,
35834,"IMPRENTA, MORELOS, VENUSTIANO CARRANZA",5.72E-06,,
37357,LAGO TASIMAI 13,5.72E-06,,
37358,SANTA LUCIA NUM 881,5.72E-06,,
35833,CALLE 663,5.72E-06,,
37359,RIO PAMPAS 35,5.72E-06,,
37360,AHUEHUETES 98,5.72E-06,,
37362,CALLE 305 NUMERO 830,5.72E-06,,
37363,"FRANCISCO VILLA MANZANA 56, LOTE 635",5.72E-06,,
37364,PRIVADA DE MONTSERRAT,5.72E-06,,
37365,LAGO MAX,5.72E-06,,
37366,ZAACHIL,5.72E-06,,
37367,298 A,5.72E-06,,
37368,CALZ. DE  VIGA,5.72E-06,,
37348,LUIS  ALCARAZ,5.72E-06,,
37347,CERRADA ANDALUCIA,5.72E-06,,
37346,RINCONADA DE LAGO SUPERIOR ESQUINA LAGO MICHIGAN,5.72E-06,,
37331,AV. INSUREGENTES,5.72E-06,,
37321,CARRACE PONIENTE (NO SE UBICA LA CALLE),5.72E-06,,
37322,BERENJEN,5.72E-06,,
35835,FRANCISCO DEL PASO Y TROMCOSO,5.72E-06,,
37323,AVENIDA  MIGEUL ANGEL DE QUEVEDO,5.72E-06,,
37324,2A CERRADA AGRICULTURA,5.72E-06,,
37326,"CALLE 55, NUMERO 115",5.72E-06,,
37327,VILLA COCAMAC,5.72E-06,,
37328,MANUEL   J.  TELLO.,5.72E-06,,
37330,SEBASTIAN BARRIGUETE  ANDRADE,5.72E-06,,
37332,SAN  MIGUEL   CHALMA,5.72E-06,,
37345,ARQUILES SERDAN MANZANA 33 LOTE 241,5.72E-06,,
37333,CANAL NACIONAL 889,5.72E-06,,
37335,FUENTE TOBA,5.72E-06,,
37337,OLEODUCTO,5.72E-06,,
37338,ORIENTE 239 E,5.72E-06,,
37339,2A CDA. DE LAGO TRASIMENO,5.72E-06,,
37340,CERRADA MIRADOR (NO ESTA MARCADA),5.72E-06,,
37341,AVENIDA  PUERTO MEXICO,5.72E-06,,
37342,SCHUMANN 70BIS,5.72E-06,,
37343,RIO SAN BUENAVENTURA (CALLE NO COINCIDE CON COLONIA Y NO HAY MAS DATOS),5.72E-06,,
37369,GRAL. JUAN  CANO 98,5.72E-06,,
37370,CALLE RETORNO 12 DE CECILIO ROBELO,5.72E-06,,
35831,ALLE,5.72E-06,,
37405,UNIDAD VILLA DE LOS TRABAJADORES,5.72E-06,,
37397,AV ESCOLLERA,5.72E-06,,
37398,PROMORDIAL,5.72E-06,,
37399,CEREALES 196,5.72E-06,,
35830,CURAZAO,5.72E-06,,
37400,BONZAN (NO SE LOCALIZO LA CALLE EN LA COLONIA),5.72E-06,,
35829,AVENIDA ANILLO PERIFERICO BULEVARD ADOLFO LOPEZ MATEOS,5.72E-06,,
37401,CALLE SUR 125,5.72E-06,,
37402,BAJO PUENTE DE CIRCUITO INTERIOR,5.72E-06,,
37403,AV.  TRANSVAL,5.72E-06,,
37406,CAMPECHE Y CUAUTLA,5.72E-06,,
37395,APAMPILCO,5.72E-06,,
37407,JACINTO CAMPOS,5.72E-06,,
37408,2DA CRUZADA CAMINO REAL ATOCTEPEC,5.72E-06,,
37409,ALFONSO HERRERA MZ 8 LT 21,5.72E-06,,
35827,ANDADOR TEOTIHUACAN,5.72E-06,,
37410,CALZADA MEXICO TULYEHUALCO (LA CALLE NIO SE UBICA),5.72E-06,,
35826,"EJE 5, AV. EDUARDO MOLINA",5.72E-06,,
37411,DEPORTIVO PUERTA PRINCIPAL DEL COPETE,5.72E-06,,
37412,LUIS DONALDO COLOSIO (WALT MART) BUENAVISTA,5.72E-06,,
37413,PROLONGACION TEUTLI,5.72E-06,,
37396,CERRADA DE PLAYA BOCANA,5.72E-06,,
37394,FRENTE AL EDIFICIO  C Y B  SOBRE LA BARDA  DEL  LA UNIDAD,5.72E-06,,
37371,ENCUENTRO DE ACATEMPA,5.72E-06,,
37381,AV. 28,5.72E-06,,
37372,CANAL RIO CHURUBUSCO ( SECCION DE FLORES  EN CENTRAL DE ABASTOS DE IZTAPAPALA),5.72E-06,,
37373,XOTEPINGOAVANTE,5.72E-06,,
37374,SEGUNDA CERRAD DEL MORAL,5.72E-06,,
37375,MINERVA CASI ESQUINA 22 DE FEBRERO,5.72E-06,,
37376,AVENIDA TLAHUAC ESQUINA CON AVENIDA TAXQUENA,5.72E-06,,
37377,ESTRELLA ERRANTE,5.72E-06,,
37378,"1507, NUMERO 104",5.72E-06,,
37379,CARRETERA XOCHIMILCO-OAXTEPEC KILOMETRO 31,5.72E-06,,
37380,ESTADO DE  COAHUILA,5.72E-06,,
37382,EJE 4 NAPOLEON,5.72E-06,,
37393,CA2 (CALLE 2),5.72E-06,,
37383,CALZ. DE CAMARONES,5.72E-06,,
37384,PERIFERICO DIRECCION A CANAL DE CHALCO,5.72E-06,,
37386,PERA MZ 8 LOTE 2 ESQUINA CON PITALLA,5.72E-06,,
37387,TOLTECAS   -NO ESTA MARCADA-,5.72E-06,,
37388,SIERRA GUADARRAMA,5.72E-06,,
37389,CANAL RUPEL,5.72E-06,,
37390,CAIRO A LA ALTURA DE HERALDO,5.72E-06,,
37391,EJE 3 NORTE AV. CUITLAHUAC,5.72E-06,,
37392,BATALLONES ROJAS,5.72E-06,,
37320,COLEGIO SUMMER HILL.,5.72E-06,,
37319,1a. CDA.  JALALPA,5.72E-06,,
37318,LA NUEVA VIGA *PESCADOS Y MARISCOS*,5.72E-06,,
37265,SAN JOSE NUMERO 15,5.72E-06,,
37256,PRIVADA CANTERA,5.72E-06,,
37257,"CALLE CARRIL NO. 13, EDIF. 12, DEPTO. 101, U.H. SAN JUAN XALPA",5.72E-06,,
37258,EJE 1 NTE. (AV. XOCHIMILCO ),5.72E-06,,
37259,SEGOVIA ESQUINA CON NAVARRA,5.72E-06,,
37260,PONIENTE 140 Y AVENIDA DE LOS 100,5.72E-06,,
37261,"ESTACIONAMIENTO DE LA PLAZA  MEGA    SAN JERONIMO, UBICADO EN  SAN JERONIMO",5.72E-06,,
37262,ABRAHAM OLVERA Y CIRCUNVALACION,5.72E-06,,
37263,CALZADA IGNACIO ZARAGOZA  1579,5.72E-06,,
37264,AV. DAMASCO,5.72E-06,,
37266,CALLE ANDADOR LAS PINAS,5.72E-06,,
37254,NAHUYOTZIN MZ. 39 LT. 4,5.72E-06,,
37267,PERUSQUIA SIN NUMERO,5.72E-06,,
35853,PEREZ  DE LEON  ESQUINA RAMOS MILLAN,5.72E-06,,
35850,"AREA DE CARGA Y DESCARGA, FRENTE A A BODEGA U-57",5.72E-06,,
37268,CERRADA DE CATZOLCO,5.72E-06,,
37269,ISIDORO OLVERA,5.72E-06,,
37270,JOSE MARIA PATONI 116,5.72E-06,,
37271,ESTADISTICA 66,5.72E-06,,
35849,"4  SUR D,",5.72E-06,,
37272,ANDADOR CINCO DE FRENTE NUEVE Y MEDIO,5.72E-06,,
37255,CALLE PATAMBAN NUMERO 6003 ESQUINA CON LA CALLE DE VICTORIA,5.72E-06,,
37253,MONTE DE ANTISANA,5.72E-06,,
37274,MARTE MZ. 3 LT 6,5.72E-06,,
37240,CALLE DE HIDALGO ESQUINA MINA,5.72E-06,,
37231,TERCER ANDADOR DE GRANJAS,5.72E-06,,
35854,ANDADOR   9,5.72E-06,,
37232,AVENIDA 1527 S N,5.72E-06,,
37234,CALLE 25 DE SEPTIEMBRE DE 1873,5.72E-06,,
37235,RABAUL Y NOPATITLA,5.72E-06,,
37236,LAGO RODOLFO NO. 41 INTERIOR 3,5.72E-06,,
37237,RIO LERMA ESQUINA RIO NILO,5.72E-06,,
37238,LUIS VIVES,5.72E-06,,
37239,NEZAHUALCOYOTL ENTRE EJE CENTRAL Y BOLIVAR,5.72E-06,,
37241,SEGUNDA DE JOSE BARRAGAN  HERNANDEZ  SMZ  5  MZ  17 LOTE 56,5.72E-06,,
37252,CALZ.  JALALPA,5.72E-06,,
37242,PALAVON MANZANA 152 LOTE 15,5.72E-06,,
37243,AVENIDA TLAHUAC CASI ESQUINA CON CALZADA ERMITA IZTAPALAPA,5.72E-06,,
37244,ASTURIAS 111,5.72E-06,,
37245,11 AGOSTO 1859,5.72E-06,,
37246,MIGUEL ANGEL DE QUEVEDO  Y PANZACOLA,5.72E-06,,
37247,FAUSTO VEGA ESQUINA CON CALLE ROQUE VELASCO,5.72E-06,,
37249,CERRADA DE OTONO,5.72E-06,,
37250,HACIENDA DE NARVARTE NUMERO 52,5.72E-06,,
37251,"ADOLFO PRIETO, CASI ESQUINA CON LA AVENIDA COYOACAN",5.72E-06,,
35848,MAR DE  CRISIS,5.72E-06,,
37275,LIRIOS 53,5.72E-06,,
37317,AVENIDA NORTE 176,5.72E-06,,
37308,DEPORTIVO SAN LORENZO,5.72E-06,,
37299,SOBRE ERMITA IZTAPALAPA,5.72E-06,,
37300,MNUEL JOSE OTHON  FRENTE AL NUMERO,5.72E-06,,
37301,GONZALEZ BOCA NEGRA,5.72E-06,,
37302,PITAFHIRAS (PITAGORAS),5.72E-06,,
37304,AVENIDA REVOLULCION,5.72E-06,,
35840,EMANUEL,5.72E-06,,
37305,CDA. RICARDO FANDENO IGLESIAS,5.72E-06,,
37306,"AV. INSURGENTES NORTE S/N, ESQUINA CON EJE 1 NORTE",5.72E-06,,
35839,EJERCITO NACIONAL MEXICANO 769,5.72E-06,,
37309,MARTINELLY,5.72E-06,,
37298,CAMINO A SANTA FE (VASCO DE QUIROGA),5.72E-06,,
35838,LATERAL DE AV. INSURGENTES NTE. #447,5.72E-06,,
37310,"SUPERMANZANA DOS, MANZANA TRECE, LOTE 4,",5.72E-06,,
37311,OZELOTE SN,5.72E-06,,
37312,DIEGO CALLETANO,5.72E-06,,
37313,CALLE LUIS MANUEL ROJAS,5.72E-06,,
37314,PASEOS DE TAXQUENA,5.72E-06,,
37315,OLIVO NUM 46,5.72E-06,,
37316,EZNA,5.72E-06,,
35837,FRAY MARTIN DE VALENCIA 94 BIS,5.72E-06,,
35841,AMATL 448,5.72E-06,,
37297,PLAYA ERENDIRA,5.72E-06,,
37278,CIRCUITO INTERIOR Y NORTE 33,5.72E-06,,
37287,CALLEJON TULIPAN,5.72E-06,,
37279,MANZANILLA M.520 L.13,5.72E-06,,
37280,J MENESES,5.72E-06,,
37281,10 MZ: 10 LOTE:30,5.72E-06,,
37282,CALLE 40A,5.72E-06,,
37284,TAULEBE FRENTE AL NUMERO 105,5.72E-06,,
35847,AVENIDA RENACIMIENTO  EDIFICIO 4 DEPARTAMENTO 204,5.72E-06,,
37285,PALMAS  (NO ESTA MARCADA),5.72E-06,,
35846,AVENIDA MIGUEL DE CERVANTES SAAVEDRA,5.72E-06,,
37286,AVENIDA JALISCO 75,5.72E-06,,
35845,CALZADA DE TLALPAN 3475,5.72E-06,,
35843,PARADERO PANTITLAN  ULTIMA LETRA   A  UN COSTADO  DE LOS  BANOS PUBLICOS,5.72E-06,,
37288,MARIANOA AZUELA,5.72E-06,,
37289,BRAHAMS,5.72E-06,,
37290,GERMANIO 38,5.72E-06,,
37291,CARRETERA MEXICO XOCHIMILCO   -AV 5 DE MAYO-,5.72E-06,,
35844,METROBUS SAN JUAN DE ARAGON,5.72E-06,,
37292,EJERCITO DE BATALLON FIJO DE VERACRUZ,5.72E-06,,
37294,CALLEJON SAN FRANCISCO TULTENCO,5.72E-06,,
37295,AVENIDA CONTITUYENTES,5.72E-06,,
37296,CALLE   22,5.72E-06,,
35825,PACHUCA NO. 80,5.72E-06,,
37415,OTE 155,5.72E-06,,
37229,NARANJO FRENTE AL NUMERO 277,5.72E-06,,
37416,PARQUE TOREO,5.72E-06,,
37527,3RA CERRADA DE RETONO 107 B DEPARTAMENTO 8B,5.72E-06,,
35798,PROLONGACION  SAN PABLO,5.72E-06,,
37528,POLONI,5.72E-06,,
37529,CUARTA CERRADA,5.72E-06,,
35796,INTERIOR DE LA PLAZA JARDIN CENTENARIO,5.72E-06,,
37530,EJIDO SAN FRANCISCO TLALTENCO PARCELA,5.72E-06,,
37531,IZTACCIHUATL (NO SE UBICA CALLE EN COLONIA DE HECHOS),5.72E-06,,
37532,CALLE DELTA FRENTE AL NUMERO 56,5.72E-06,,
37533,FLOR DEL RIO,5.72E-06,,
37534,PASEOS  DE LILAS,5.72E-06,,
37535,MANUELA CANIZARES ANDADOR 2 CONDOMINIO 3,5.72E-06,,
37536,REY NEZAHUALCOYOTL 32 BIS,5.72E-06,,
37537,JOSE AGUILAR BARRASA,5.72E-06,,
37538,OTE.  133,5.72E-06,,
37539,CALZADA INGANCIO ZARAGOZA,5.72E-06,,
37540,EJE CINCO SUR   FRENTE,5.72E-06,,
37542,CDA. MARTIN CARRERA,5.72E-06,,
37543,CALLE CONSTITUCION COLONIA MIGUEL HIDALGO 2A SECCION AMPLIACION,5.72E-06,,
37544,UNIDAD HABITACIONAL DE FUENTES BROTANTES,5.72E-06,,
37545,GLADIOLAS (LA CALLE NO SE UBICA),5.72E-06,,
37546,"PEDRO MENDOZA MANZANA 9-BIS, LOTE 16",5.72E-06,,
37525,BAHIA DE ASUNCION        *-BAHIA DE LA ASCENCION-*,5.72E-06,,
37524,ARROYO SECO,5.72E-06,,
37523,PROLOGACION SUAPIL,5.72E-06,,
35803,20 DE NOVIEMBRE Y 4 CUATRO DE AGOSTO,5.72E-06,,
37504,CERRADA DE DURAZNO    -DURAZNO-,5.72E-06,,
37506,MIGUEL CERVANTES DE SAAVEDRA POLANCO,5.72E-06,,
37507,GOYESCAS,5.72E-06,,
37508,CERRO DE SAN FRANCISCO,5.72E-06,,
37509,REAL DEL MONTE  15,5.72E-06,,
37510,R.CIUDADELA,5.72E-06,,
37512,CALLE 16 (NO SE UBICA CALLE EN COLONIA DE HECHOS),5.72E-06,,
37513,OTE 100 A,5.72E-06,,
35805,GENERAL FRANCISCO COSS,5.72E-06,,
37514,AV. ISURGENTES,5.72E-06,,
37522,PRIMERA DE 20 DE NOVIEMBRE,5.72E-06,,
37515,PARQUE  CENTENARIO,5.72E-06,,
37516,Calz. de Tlalpan,5.72E-06,,
35801,CALLE SABADEL CASI CON ESQUINA SEGUNDA PRIVADA DE BELLA VISTA,5.72E-06,,
37517,ANILLO PERIFERICO BOULEVAR ADOLFO LOPEZ MATEOS,5.72E-06,,
35800,CALLE GUANABANA 304,5.72E-06,,
37518,GUMESINDO ESQUER,5.72E-06,,
37519,CDA. DE LA MORENA,5.72E-06,,
35799,CALLE 63 NUMERO 94,5.72E-06,,
37520,ANILLO PERIFERICO BOULEVAR A DOLFO LOPEZ MATEOS,5.72E-06,,
37547,PRIVADA  SAN LUCAS,5.72E-06,,
37548,CALLE RABAUL 418 LOCAL B     POLLERIA DIEGO,5.72E-06,,
37549,LERDO EN LA GLORIETA CIRCUITO MORELIA,5.72E-06,,
35790,CALLE NORTE 94 NUMERO 4228 EN LA COLONIA LA MALINCHE,5.72E-06,,
37579,MAYAHUEL --MAVAHUEL--,5.72E-06,,
35792,AV.. DEL RECREO,5.72E-06,,
37580,CALLE LEGUMINOSAS,5.72E-06,,
37581,SEPTIMO CALLEJON DE GALEANA,5.72E-06,,
37582,AVENIDA INSURGENTES NTE.,5.72E-06,,
37583,ABASOLO ESQ ALLENDE,5.72E-06,,
35791,AVENIDA FUENTES BROTANTES EDIFICIO K 9,5.72E-06,,
37584,AVENIDA TLAHUAC NUMERO 4866,5.72E-06,,
37585,GENERAL JOSE GONZALEZ VARELA,5.72E-06,,
37586,FABIAN FLORES y ZAPATA,5.72E-06,,
37577,"BENITO JUAREZ, BARRIO NORTE",5.72E-06,,
35789,VILLA HERREROS,5.72E-06,,
37587,BENITO JUAREZ  (PLAZA AMERICA),5.72E-06,,
37588,ANDADOR CIRCUITO MINEROS,5.72E-06,,
37589,CALLE PANTALEON,5.72E-06,,
37590,PRIVADA DE SAN JUDAS TADEO SIN NUMERO (NO EXISTE LA CALLE EN LA COLONIA),5.72E-06,,
37591,RENDENCION INDIGENA,5.72E-06,,
35788,CALLETANO,5.72E-06,,
37592,DR. GAYOL,5.72E-06,,
37593,RTNO. 40 AV. DEL TALLER,5.72E-06,,
37578,CALLE DIBUJANTES NUMERO 46 INTERIOR 4,5.72E-06,,
37576,AVENIDA OCEANIA 185 COLONIA MOCTEZUMA 2A SECCION,5.72E-06,,
37550,CERRADA DIAGONAL,5.72E-06,,
37563,LAGO HIELMAN,5.72E-06,,
37551,CALZADA DE TLALPAN 4626,5.72E-06,,
35795,AVENIDA COYOACAN NUMERO 200,5.72E-06,,
37552,CALLE  619 NUMERO 24,5.72E-06,,
37553,CDA. TLALOC,5.72E-06,,
37554,CERRADA DE MISPERO,5.72E-06,,
37556,VEINTITRES,5.72E-06,,
37558,AVENIDA PUERTO MEXICO 65,5.72E-06,,
37559,MATEO ECHAIZ Y JOSE DE LA LUZ ROSAS,5.72E-06,,
35794,RETORNO 407,5.72E-06,,
37564,CALLE CAMINO A LA PIEDRA DEL COMAL  (PROLONGACION ABASOLO),5.72E-06,,
37575,CAMINO SANTA TERESA 1040,5.72E-06,,
37565,A NUMERO 9,5.72E-06,,
37567,CIRCUITO INTERIOR (A LA ALTURA DEL METRO OCEANIA),5.72E-06,,
37568,ESTACIONAMIENTO DE LA PLAZA PABELLON UNIVERSIDAD,5.72E-06,,
37570,AV. SUR 24 Y 253,5.72E-06,,
37571,IGANCIO SIERRA,5.72E-06,,
37572,ANDADOR 7 DEL TEMOLUCO,5.72E-06,,
37573,"ANDADOR ANSELMO DE ADAN Y LA ROQUETA MZ. 28, LT. 03 SEGUNDA SECCION",5.72E-06,,
37574,FAMA,5.72E-06,,
35793,ESTACION DEL METRO SALTO DEL AGUA LINEA 8,5.72E-06,,
35806,AVENIDA GUELATAO ESQUINA CALZADA IGNACIO ZARAGOZA,5.72E-06,,
35807,"ROSARIO CASTELLANOS FRENTE 7,",5.72E-06,,
35808,CONSTITUCION DE APATZINGAN   239 EDIFICIO  C-3 DPTO. 502,5.72E-06,,
37446,CAMINO  AL MIRADOR,5.72E-06,,
37440,SIN CALLES DEL SAP (EJE 6 SUR),5.72E-06,,
37441,AVENIDA MIGUEL  DE  QUEVEDO,5.72E-06,,
35821,INDEPENDENCIA 140,5.72E-06,,
35820,ROSA VIOLETA,5.72E-06,,
37442,SEGUNDA CERRADA DE VICENTE GUERRO SIN NUMERO,5.72E-06,,
37443,LOMAS DE ANAHUAC,5.72E-06,,
37444,SAN MARCOS 17,5.72E-06,,
35819,"ANDADOR SITIO DE CUAUTLA MZ. 14, LT. 05 CUARTA SECCION",5.72E-06,,
37445,AVENIDA DE ACOXPA VILLA LAZARO CARDENAS,5.72E-06,,
37447,AVENIDA SAN JERONIMO 630,5.72E-06,,
35822,CALLE ORIENTE 3,5.72E-06,,
37449,EL KIOSCO (NO SE UBICA LA CALLE),5.72E-06,,
37450,ILLINOIS 74,5.72E-06,,
37451,AVENIDA TAMULIPAS,5.72E-06,,
37452,EL  PIRUL,5.72E-06,,
37453,CANAL SECA ENTRE MANUEL M. VIGUERAS Y ANTONIO BELTRAN,5.72E-06,,
37454,CALLE CERRO ZEMPOALA,5.72E-06,,
37455,HOLANDESES  NUMERO 74,5.72E-06,,
37456,PLAYA LIMON (NO SE ENCUENTRA CALLE EN LA COLONIA),5.72E-06,,
37457,AVENIDA APATZINGAN       -CONSTITUCION DE APATZINGAN-,5.72E-06,,
37439,POZOS Y MILTENCO,5.72E-06,,
37438,DEBUCI (DEBUSSY),5.72E-06,,
35817,KILOMETRO 44,5.72E-06,,
37426,XALAPA,5.72E-06,,
37417,CDA. OAXACA,5.72E-06,,
37418,RTNO. 3 CECILIO ROBELO,5.72E-06,,
35823,"NORTE 72 A, CUCHILLA LA JOYA",5.72E-06,,
37419,PRIVADA DE FRANCISCO SARABIA,5.72E-06,,
37420,AV.  FORTUNA,5.72E-06,,
37421,CJON. DE LA CITA,5.72E-06,,
37422,ANDADOR RIO ESLAVA,5.72E-06,,
37424,JUAN LUCAS  LASSAGA,5.72E-06,,
37425,AV. IRRIGACION,5.72E-06,,
37427,PEDRO CHAPA,5.72E-06,,
37437,MORAZAN,5.72E-06,,
37428,PERIFERICO OTE,5.72E-06,,
37429,CERRADA DE GLADIOLAS (NO ESTA MARCADA),5.72E-06,,
37430,REAL DE MINAS (CAMINO REAL DE MINAS),5.72E-06,,
37431,OJO DE AGUA (LA CALLE NO SE UBICA),5.72E-06,,
37432,NORTE 1 A,5.72E-06,,
37433,CERRO DEL AJUSCO,5.72E-06,,
37434,MAYERBEER,5.72E-06,,
37435,EMILIANO ZAPATA 7,5.72E-06,,
37436,HIDALGO (LA CALLE NO SE UBICA),5.72E-06,,
35818,AV. EJERCITO NACIONAL NO. 862,5.72E-06,,
37458,GRAJALES ROBLES,5.72E-06,,
37503,ORIENTE  164,5.72E-06,,
37493,AV PANTITLAN Y CALLE 5,5.72E-06,,
37483,PRIVADA DE ACALOTENCO,5.72E-06,,
37484,NINOZ HEROES DE CHAPULTEPEC,5.72E-06,,
35811,CALZADA TAXQUENA 1594,5.72E-06,,
37485,RETORNO 3 TEPOZTECO,5.72E-06,,
37486,CALLE RETORNO 6 DE SUR 20,5.72E-06,,
37487,ARCES,5.72E-06,,
37488,PRIMERA CERRADA BEISTEGUI,5.72E-06,,
37489,DOCTOR SALVADOR GARCIA DIEGO,5.72E-06,,
37492,PRIMERA DE MODESTO LECHUGA,5.72E-06,,
36105,GENERAL ANAYA (LA CALLE NO SE UBICA),5.72E-06,,
37481,CAHUACALTZINGO,5.72E-06,,
37495,CALLE ALMACENES,5.72E-06,,
35810,LOMA DE LAS FLORES,5.72E-06,,
35809,AV. JALISCO Y MANUEL DUBLAN,5.72E-06,,
37497,INDUSTRIA   COMERCIO  Y TRABAJO,5.72E-06,,
37498,CALLE  F TORRE,5.72E-06,,
37499,CARLOS DAVID  ANDERSON,5.72E-06,,
37500,NEZAUAHCOYOTL,5.72E-06,,
37501,AV. TELECOMUNICACIONE S,5.72E-06,,
37502,AVENIDA RIO MIXCOAC FRENTE AL NUMERO 229,5.72E-06,,
37482,CALLE MONTE EVEREST,5.72E-06,,
37480,ANTONIO REOANOVA,5.72E-06,,
37459,ROSA MINIATURA 1,5.72E-06,,
37468,PRIVADA  SAN ANTONIO,5.72E-06,,
37460,CALLE DIAZ ORDAZ,5.72E-06,,
35816,ADOLFO LOPEZ MATEOS 153,5.72E-06,,
37462,CALLE CUCO SANCHEZ NUMERO 71 MANZANA 143 LOTE 1,5.72E-06,,
37463,CHONTALES MZ-10 LT-11,5.72E-06,,
37464,AVENIDA EUZKARO,5.72E-06,,
35815,RTNO. 5 JESUS GALINDO Y VILLA,5.72E-06,,
37465,AV. SAN LORENZO Y CALLE ESPENA,5.72E-06,,
37466,NOCHE BUENA EXT. MZ 542 INT. LT 3,5.72E-06,,
37467,"SANTANDER, ESQUINA ACTIPAN",5.72E-06,,
37469,GUADALUPE VICTORIA NUMERO 87,5.72E-06,,
37479,UNO MZA F LOTE 108,5.72E-06,,
37471,AV. TLAHUAC 324C,5.72E-06,,
37472,CALLEJON AMANDA DEL LLANO 4,5.72E-06,,
37473,CALLE 4 J.M. RODRIGUEZ,5.72E-06,,
35814,AV DEL MIRADOR,5.72E-06,,
37474,INTERIOR DEL PARQUE HUGO B. MARGAIN,5.72E-06,,
35813,MANUEL LEBRIJE,5.72E-06,,
37475,CJON. LA PALMA,5.72E-06,,
37476,EMILIANO ZAPATA NUMERO 50,5.72E-06,,
37478,CAMELIA  NUMERO 3 MZ 1,5.72E-06,,
37230,AVENIDA PENON DE LOS BANOS,5.72E-06,,
35855,1A. CDA. DE VERACRUZ,5.72E-06,,
36849,AVENIDA DE TLALAPAN,5.72E-06,,
37049,AVENIDAD HIDALGO (LUIS HIDALGO MONROY),5.72E-06,,
36975,AV.  LOMAS  DE  PLATEROS,5.72E-06,,
36976,16 DE SEPTIEMBRE CORREDOR LA FUENTE,5.72E-06,,
36978,CALLEJON DE CULTAHUAC (CUITLAHUAC),5.72E-06,,
36979,GOB.  JOSE CEBALLO,5.72E-06,,
35905,"CALZADA DE TLALPAN, FRENTE AL NUMERO 4800",5.72E-06,,
36980,BOCABEGRA,5.72E-06,,
36981,TERCERA CERRADA BAHIA,5.72E-06,,
36983,CALLE     NORTE   180,5.72E-06,,
36984,SEGUNDA CERRADA DE ZACATIENDA,5.72E-06,,
36985,AVENIDA CUAUHTENMOC,5.72E-06,,
36986,JOBOREBAMPO,5.72E-06,,
36987,AV.  LUIS  YUREN,5.72E-06,,
36988,MARCELINA ABSALON PEREZ,5.72E-06,,
36990,CARRETERA SAN BARTOLOME - SAN PEDRO,5.72E-06,,
36991,PERLA  NUMERO 17,5.72E-06,,
36992,AV. DEL TEPEYAC,5.72E-06,,
36993,CALLE CAMIONEROS,5.72E-06,,
36994,BENJAMIN SANTOS QUIROZ,5.72E-06,,
36996,CALLE SEGUNDA CERRADA DE ATLACOMULCO,5.72E-06,,
36997,CALLE PINGUINO,5.72E-06,,
36998,CALLE OCHO SUR (NO ESTA MARCADA),5.72E-06,,
36972,DOCTOR LA VISTA 181,5.72E-06,,
35906,PLAN DE IGUAL DE IGUALA,5.72E-06,,
